customer_id,name,email,membership_age,revenue,preferred_film_language,preferred_film_category,city,preferred_film_year
307,JOSEPH JOY,JOSEPH.JOY@sakilacustomer.org,183.0,134.7,['English             '],"['Animation', 'Drama', 'Family', 'Games', 'Music']",Angra dos Reis,['00s']
308,THOMAS GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,183.0,105.75,['English             '],"['Action', 'Animation', 'Family', 'Music', 'Sports']",Kansas City,['00s']
309,CHRISTOPHER GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,183.0,147.69,['English             '],"['Action', 'Children', 'Drama', 'Horror', 'Sports']",Brescia,['00s']
310,DANIEL CABRAL,DANIEL.CABRAL@sakilacustomer.org,183.0,97.8,['English             '],"['Children', 'Comedy', 'Documentary', 'Drama', 'Foreign']",Ibirit,['00s']
311,PAUL TROUT,PAUL.TROUT@sakilacustomer.org,183.0,120.77,['English             '],"['Action', 'Comedy', 'Documentary', 'Music', 'Travel']",Kursk,['00s']
312,MARK RINEHART,MARK.RINEHART@sakilacustomer.org,183.0,104.74,['English             '],"['Action', 'Drama', 'Music', 'Sports', 'Travel']",Tabuk,['00s']
313,DONALD MAHON,DONALD.MAHON@sakilacustomer.org,183.0,89.77,['English             '],"['Action', 'Animation', 'Drama', 'Family', 'Sci-Fi']",Ezhou,['00s']
314,GEORGE LINTON,GEORGE.LINTON@sakilacustomer.org,183.0,131.67,['English             '],"['Action', 'Children', 'Comedy', 'Drama', 'Sports']",Sorocaba,['00s']
315,KENNETH GOODEN,KENNETH.GOODEN@sakilacustomer.org,183.0,84.83,['English             '],"['Comedy', 'Family', 'Foreign', 'Sports', 'Travel']",Bat Yam,['00s']
316,STEVEN CURLEY,STEVEN.CURLEY@sakilacustomer.org,183.0,132.71,['English             '],"['Drama', 'Games', 'Horror', 'Sci-Fi', 'Sports']",Miraj,['00s']
317,EDWARD BAUGH,EDWARD.BAUGH@sakilacustomer.org,183.0,114.72,['English             '],"['Animation', 'Documentary', 'Games', 'Sci-Fi', 'Sports']",Trshavn,['00s']
318,BRIAN WYMAN,BRIAN.WYMAN@sakilacustomer.org,183.0,52.88,['English             '],"['Action', 'Comedy', 'Documentary', 'Drama', 'Family']",Bydgoszcz,['00s']
319,RONALD WEINER,RONALD.WEINER@sakilacustomer.org,183.0,132.7,['English             '],"['Children', 'Documentary', 'Drama', 'Horror', 'Sci-Fi']",San Felipe del Progreso,['00s']
320,ANTHONY SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,183.0,71.8,['English             '],"['Animation', 'Children', 'Classics', 'Comedy', 'Sports']",Tafuna,['00s']
321,KEVIN SCHULER,KEVIN.SCHULER@sakilacustomer.org,183.0,116.78,['English             '],"['Classics', 'Comedy', 'Foreign', 'Sci-Fi', 'Sports']",Birgunj,['00s']
322,JASON MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,183.0,128.72,['English             '],"['Animation', 'Comedy', 'Drama', 'Sci-Fi', 'Sports']",Baha Blanca,['00s']
323,MATTHEW MAHAN,MATTHEW.MAHAN@sakilacustomer.org,183.0,114.69,['English             '],"['Action', 'Animation', 'Children', 'Drama', 'Foreign']",Cuautla,['00s']
324,GARY COY,GARY.COY@sakilacustomer.org,183.0,103.75,['English             '],"['Children', 'Comedy', 'Horror', 'Music', 'Travel']",Yuzhou,['00s']
325,TIMOTHY BUNN,TIMOTHY.BUNN@sakilacustomer.org,183.0,91.78,['English             '],"['Action', 'Classics', 'Family', 'Music', 'Sci-Fi']",Braslia,['00s']
326,JOSE ANDREW,JOSE.ANDREW@sakilacustomer.org,183.0,96.75,['English             '],"['Action', 'Children', 'Comedy', 'Documentary', 'Travel']",Kingstown,['00s']
327,LARRY THRASHER,LARRY.THRASHER@sakilacustomer.org,183.0,112.74,['English             '],"['Action', 'Children', 'Comedy', 'Documentary', 'Drama']",Adana,['00s']
328,JEFFREY SPEAR,JEFFREY.SPEAR@sakilacustomer.org,183.0,90.77,['English             '],"['Classics', 'Drama', 'Games', 'Horror', 'Music']",Ciparay,['00s']
329,FRANK WAGGONER,FRANK.WAGGONER@sakilacustomer.org,183.0,127.68,['English             '],"['Action', 'Animation', 'Classics', 'Comedy', 'Music']",Jamalpur,['00s']
330,SCOTT SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,183.0,94.75,['English             '],"['Action', 'Children', 'Drama', 'Sports', 'Travel']",Aurora,['00s']
331,ERIC ROBERT,ERIC.ROBERT@sakilacustomer.org,183.0,122.73,['English             '],"['Action', 'Documentary', 'Horror', 'Music', 'Sci-Fi']",Santa F,['00s']
332,STEPHEN QUALLS,STEPHEN.QUALLS@sakilacustomer.org,183.0,118.72,['English             '],"['Classics', 'Documentary', 'Games', 'Horror', 'Travel']",Dhaka,['00s']
333,ANDREW PURDY,ANDREW.PURDY@sakilacustomer.org,183.0,109.73,['English             '],"['Comedy', 'Games', 'Horror', 'Sci-Fi', 'Travel']",Baku,['00s']
334,RAYMOND MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,183.0,135.7,['English             '],"['Animation', 'Drama', 'Family', 'Foreign', 'Travel']",Sumqayit,['00s']
335,GREGORY MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,183.0,78.77,['English             '],"['Animation', 'Comedy', 'Foreign', 'Music', 'Sci-Fi']",Sousse,['00s']
336,JOSHUA MARK,JOSHUA.MARK@sakilacustomer.org,183.0,119.7,['English             '],"['Animation', 'Documentary', 'Family', 'Games', 'Horror']",Rampur,['00s']
337,JERRY JORDON,JERRY.JORDON@sakilacustomer.org,183.0,143.71,['English             '],"['Action', 'Animation', 'Comedy', 'Documentary', 'Sci-Fi']",Onomichi,['00s']
338,DENNIS GILMAN,DENNIS.GILMAN@sakilacustomer.org,183.0,114.72,['English             '],"['Animation', 'Children', 'Foreign', 'Music', 'Sports']",Paarl,['00s']
339,WALTER PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,183.0,127.7,['English             '],"['Animation', 'Family', 'Foreign', 'Games', 'Sports']",Xinxiang,['00s']
340,PATRICK NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,183.0,119.69,['English             '],"['Classics', 'Comedy', 'Documentary', 'Family', 'Games']",Hanoi,['00s']
341,PETER MENARD,PETER.MENARD@sakilacustomer.org,183.0,106.77,['English             '],"['Action', 'Animation', 'Family', 'Sci-Fi', 'Sports']",Ede,['00s']
342,HAROLD MARTINO,HAROLD.MARTINO@sakilacustomer.org,183.0,130.68,['English             '],"['Action', 'Classics', 'Documentary', 'Games', 'Music']",Boa Vista,['00s']
343,DOUGLAS GRAF,DOUGLAS.GRAF@sakilacustomer.org,183.0,114.75,['English             '],"['Children', 'Comedy', 'Drama', 'Games', 'Sports']",Mexicali,['00s']
344,HENRY BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,183.0,73.82,['English             '],"['Action', 'Family', 'Foreign', 'Music', 'Sports']",Nukualofa,['00s']
345,CARL ARTIS,CARL.ARTIS@sakilacustomer.org,183.0,106.77,['English             '],"['Animation', 'Comedy', 'Family', 'Sci-Fi', 'Travel']",San Lorenzo,['00s']
346,ARTHUR SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,183.0,155.68,['English             '],"['Action', 'Games', 'Horror', 'Sci-Fi', 'Sports']",Maikop,['00s']
347,RYAN SALISBURY,RYAN.SALISBURY@sakilacustomer.org,183.0,142.7,['English             '],"['Classics', 'Documentary', 'Drama', 'Horror', 'Sports']",Daugavpils,['00s']
348,ROGER QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,183.0,146.64,['English             '],"['Action', 'Animation', 'Documentary', 'Drama', 'Music']",Hsichuh,['00s']
349,JOE GILLILAND,JOE.GILLILAND@sakilacustomer.org,183.0,138.71,['English             '],"['Documentary', 'Family', 'Foreign', 'Horror', 'Sports']",Imus,['00s']
350,JUAN FRALEY,JUAN.FRALEY@sakilacustomer.org,183.0,73.77,['English             '],"['Animation', 'Drama', 'Music', 'Sports', 'Travel']",Teboksary,['00s']
351,JACK FOUST,JACK.FOUST@sakilacustomer.org,183.0,89.76,['English             '],"['Classics', 'Foreign', 'Games', 'Horror', 'Sports']",Zeleznogorsk,['00s']
352,ALBERT CROUSE,ALBERT.CROUSE@sakilacustomer.org,183.0,99.77,['English             '],"['Action', 'Foreign', 'Games', 'Music', 'Sports']",Bamenda,['00s']
353,JONATHAN SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,183.0,72.82,['English             '],"['Action', 'Animation', 'Documentary', 'Family', 'Horror']",Pachuca de Soto,['00s']
354,JUSTIN NGO,JUSTIN.NGO@sakilacustomer.org,183.0,129.64,['English             '],"['Action', 'Children', 'Classics', 'Documentary', 'Sci-Fi']",Santo Andr,['00s']
355,TERRY GRISSOM,TERRY.GRISSOM@sakilacustomer.org,183.0,72.8,['English             '],"['Drama', 'Family', 'Foreign', 'Music', 'Sci-Fi']",Matsue,['00s']
356,GERALD FULTZ,GERALD.FULTZ@sakilacustomer.org,183.0,121.7,['English             '],"['Action', 'Drama', 'Foreign', 'Horror', 'Sports']",Satna,['00s']
357,KEITH RICO,KEITH.RICO@sakilacustomer.org,183.0,89.74,['English             '],"['Action', 'Documentary', 'Family', 'Games', 'Horror']",Bratislava,['00s']
358,SAMUEL MARLOW,SAMUEL.MARLOW@sakilacustomer.org,183.0,80.79,['English             '],"['Action', 'Comedy', 'Games', 'Sports', 'Travel']",Ranchi,['00s']
359,WILLIE MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,183.0,101.75,['English             '],"['Action', 'Documentary', 'Music', 'Sci-Fi', 'Sports']",Almirante Brown,['00s']
360,RALPH MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,183.0,150.66,['English             '],"['Animation', 'Drama', 'Family', 'Horror', 'Music']",Arecibo,['00s']
361,LAWRENCE LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,183.0,100.69,['English             '],"['Action', 'Children', 'Drama', 'Foreign', 'Travel']",Yaound,['00s']
362,NICHOLAS BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,183.0,145.68,['English             '],"['Animation', 'Children', 'Family', 'Horror', 'Sports']",Belm,['00s']
363,ROY WHITING,ROY.WHITING@sakilacustomer.org,183.0,143.71,['English             '],"['Children', 'Comedy', 'Drama', 'Foreign', 'Games']",Nyeri,['00s']
364,BENJAMIN VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,183.0,95.77,['English             '],"['Animation', 'Classics', 'Drama', 'Games', 'Sports']",Guadalajara,['00s']
365,BRUCE SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,183.0,103.77,['English             '],"['Animation', 'Children', 'Games', 'Music', 'Sports']",Okinawa,['00s']
366,BRANDON HUEY,BRANDON.HUEY@sakilacustomer.org,183.0,152.63,['English             '],"['Classics', 'Drama', 'Sci-Fi', 'Sports', 'Travel']",Balikesir,['00s']
367,ADAM GOOCH,ADAM.GOOCH@sakilacustomer.org,183.0,101.78,['English             '],"['Children', 'Classics', 'Foreign', 'Games', 'Travel']",Adoni,['00s']
368,HARRY ARCE,HARRY.ARCE@sakilacustomer.org,183.0,157.65,['English             '],"['Animation', 'Comedy', 'Documentary', 'Family', 'Sports']",Najafabad,['00s']
369,FRED WHEAT,FRED.WHEAT@sakilacustomer.org,183.0,88.75,['English             '],"['Classics', 'Documentary', 'Foreign', 'Games', 'Sci-Fi']",Jurez,['00s']
370,WAYNE TRUONG,WAYNE.TRUONG@sakilacustomer.org,183.0,70.81,['English             '],"['Animation', 'Children', 'Drama', 'Games', 'Horror']",Gulbarga,['00s']
371,BILLY POULIN,BILLY.POULIN@sakilacustomer.org,183.0,149.65,['English             '],"['Animation', 'Classics', 'Music', 'Sci-Fi', 'Sports']",Cabuyao,['00s']
372,STEVE MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,183.0,158.66,['English             '],"['Action', 'Children', 'Drama', 'Foreign', 'Horror']",Probolinggo,['00s']
373,LOUIS LEONE,LOUIS.LEONE@sakilacustomer.org,183.0,161.65,['English             '],"['Animation', 'Family', 'Foreign', 'Games', 'Travel']",Tanauan,['00s']
374,JEREMY HURTADO,JEREMY.HURTADO@sakilacustomer.org,183.0,103.72,['English             '],"['Animation', 'Children', 'Games', 'Music', 'Sports']",Vitria de Santo Anto,['00s']
375,AARON SELBY,AARON.SELBY@sakilacustomer.org,183.0,110.76,['English             '],"['Comedy', 'Drama', 'Foreign', 'Games', 'Travel']",Mwene-Ditu,['00s']
376,RANDY GAITHER,RANDY.GAITHER@sakilacustomer.org,183.0,110.72,['English             '],"['Action', 'Classics', 'Family', 'Games', 'Sports']",Kurgan,['00s']
377,HOWARD FORTNER,HOWARD.FORTNER@sakilacustomer.org,183.0,93.74,['English             '],"['Children', 'Classics', 'Documentary', 'Family', 'Games']",Kermanshah,['00s']
378,EUGENE CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,183.0,71.81,['English             '],"['Action', 'Animation', 'Comedy', 'Drama', 'Music']",Shenzhen,['00s']
379,CARLOS COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,183.0,106.77,['English             '],"['Action', 'Comedy', 'Foreign', 'Sci-Fi', 'Sports']",Bhavnagar,['00s']
380,RUSSELL BRINSON,RUSSELL.BRINSON@sakilacustomer.org,183.0,136.64,['English             '],"['Animation', 'Comedy', 'Foreign', 'Sci-Fi', 'Sports']",Tychy,['00s']
381,BOBBY BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,183.0,106.65,['English             '],"['Animation', 'Children', 'Games', 'Music', 'Sci-Fi']",South Hill,['00s']
382,VICTOR BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,183.0,91.76,['English             '],"['Action', 'Classics', 'Drama', 'Family', 'Sci-Fi']",Manchester,['00s']
383,MARTIN BALES,MARTIN.BALES@sakilacustomer.org,183.0,103.73,['English             '],"['Animation', 'Children', 'Classics', 'Comedy', 'Music']",Namibe,['00s']
384,ERNEST STEPP,ERNEST.STEPP@sakilacustomer.org,183.0,89.75,['English             '],"['Children', 'Documentary', 'Drama', 'Foreign', 'Music']",Huaian,['00s']
385,PHILLIP HOLM,PHILLIP.HOLM@sakilacustomer.org,183.0,101.74,['English             '],"['Comedy', 'Horror', 'Music', 'Sci-Fi', 'Sports']",Tama,['00s']
386,TODD TAN,TODD.TAN@sakilacustomer.org,183.0,117.71,['English             '],"['Action', 'Children', 'Classics', 'Drama', 'Music']",Kamjanets-Podilskyi,['00s']
387,JESSE SCHILLING,JESSE.SCHILLING@sakilacustomer.org,183.0,101.74,['English             '],"['Action', 'Comedy', 'Documentary', 'Horror', 'Sci-Fi']",Lubumbashi,['00s']
388,CRAIG MORRELL,CRAIG.MORRELL@sakilacustomer.org,183.0,124.7,['English             '],"['Drama', 'Family', 'Games', 'Music', 'Sports']",Cavite,['00s']
389,ALAN KAHN,ALAN.KAHN@sakilacustomer.org,183.0,124.74,['English             '],"['Animation', 'Classics', 'Comedy', 'Documentary', 'Sports']",Emeishan,['00s']
390,SHAWN HEATON,SHAWN.HEATON@sakilacustomer.org,183.0,152.67,['English             '],"['Animation', 'Comedy', 'Games', 'Horror', 'Music']",Nakhon Sawan,['00s']
391,CLARENCE GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,183.0,104.7,['English             '],"['Animation', 'Classics', 'Drama', 'Sci-Fi', 'Sports']",Izumisano,['00s']
392,SEAN DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org,183.0,91.77,['English             '],"['Animation', 'Classics', 'Documentary', 'Games', 'Horror']",Addis Abeba,['00s']
393,PHILIP CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,183.0,121.69,['English             '],"['Animation', 'Drama', 'Family', 'Foreign', 'Horror']",Korolev,['00s']
394,CHRIS BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,183.0,84.78,['English             '],"['Action', 'Animation', 'Drama', 'Sci-Fi', 'Sports']",Gijn,['00s']
395,JOHNNY TURPIN,JOHNNY.TURPIN@sakilacustomer.org,183.0,57.81,['English             '],"['Comedy', 'Documentary', 'Drama', 'Music', 'Sci-Fi']",al-Qadarif,['00s']
396,EARL SHANKS,EARL.SHANKS@sakilacustomer.org,183.0,111.73,['English             '],"['Action', 'Animation', 'Classics', 'Comedy', 'Documentary']",Iwatsuki,['00s']
397,JIMMY SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,183.0,105.71,['English             '],"['Animation', 'Documentary', 'Foreign', 'Music', 'Sci-Fi']",Atinsk,['00s']
398,ANTONIO MEEK,ANTONIO.MEEK@sakilacustomer.org,183.0,78.84,['English             '],"['Children', 'Drama', 'Family', 'Foreign', 'Music']",Bag,['00s']
399,DANNY ISOM,DANNY.ISOM@sakilacustomer.org,183.0,91.79,['English             '],"['Action', 'Children', 'Documentary', 'Foreign', 'Sports']",Okara,['00s']
400,BRYAN HARDISON,BRYAN.HARDISON@sakilacustomer.org,183.0,124.72,['English             '],"['Action', 'Animation', 'Comedy', 'Horror', 'Sci-Fi']",Dallas,['00s']
401,TONY CARRANZA,TONY.CARRANZA@sakilacustomer.org,183.0,74.78,['English             '],"['Action', 'Animation', 'Children', 'Family', 'Travel']",Koriyama,['00s']
402,LUIS YANEZ,LUIS.YANEZ@sakilacustomer.org,183.0,79.8,['English             '],"['Children', 'Documentary', 'Family', 'Sci-Fi', 'Sports']",Brest,['00s']
403,MIKE WAY,MIKE.WAY@sakilacustomer.org,183.0,166.65,['English             '],"['Action', 'Classics', 'Foreign', 'Music', 'Sci-Fi']",Valparai,['00s']
404,STANLEY SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,183.0,139.7,['English             '],"['Action', 'Animation', 'Foreign', 'Horror', 'Sports']",Omiya,['00s']
405,LEONARD SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,183.0,109.68,['English             '],"['Action', 'Animation', 'Family', 'Horror', 'Sports']",Tandil,['00s']
406,NATHAN RUNYON,NATHAN.RUNYON@sakilacustomer.org,183.0,122.68,['English             '],"['Action', 'Animation', 'Classics', 'Comedy', 'Documentary']",Charlotte Amalie,['00s']
407,DALE RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,183.0,112.73,['English             '],"['Classics', 'Drama', 'Family', 'Horror', 'Sci-Fi']",Rustenburg,['00s']
408,MANUEL MURRELL,MANUEL.MURRELL@sakilacustomer.org,183.0,116.7,['English             '],"['Children', 'Classics', 'Comedy', 'Games', 'Horror']",Jaffna,['00s']
409,RODNEY MOELLER,RODNEY.MOELLER@sakilacustomer.org,183.0,104.77,['English             '],"['Action', 'Animation', 'Children', 'Comedy', 'Documentary']",Deba Habe,['00s']
410,CURTIS IRBY,CURTIS.IRBY@sakilacustomer.org,183.0,167.62,['English             '],"['Documentary', 'Drama', 'Games', 'Horror', 'Sci-Fi']",Richmond Hill,['00s']
411,NORMAN CURRIER,NORMAN.CURRIER@sakilacustomer.org,183.0,80.74,['English             '],"['Animation', 'Documentary', 'Games', 'Music', 'Sports']",Cianjur,['00s']
412,ALLEN BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,183.0,85.79,['English             '],"['Classics', 'Comedy', 'Documentary', 'Drama', 'Games']",Hoshiarpur,['00s']
413,MARVIN YEE,MARVIN.YEE@sakilacustomer.org,183.0,75.79,['English             '],"['Animation', 'Children', 'Comedy', 'Drama', 'Games']",Berhampore (Baharampur),['00s']
414,VINCENT RALSTON,VINCENT.RALSTON@sakilacustomer.org,183.0,105.75,['English             '],"['Documentary', 'Family', 'Games', 'Music', 'Travel']",Allende,['00s']
415,GLENN PULLEN,GLENN.PULLEN@sakilacustomer.org,183.0,93.77,['English             '],"['Action', 'Children', 'Comedy', 'Documentary', 'Sports']",Amersfoort,['00s']
416,JEFFERY PINSON,JEFFERY.PINSON@sakilacustomer.org,183.0,121.69,['English             '],"['Action', 'Classics', 'Documentary', 'Sci-Fi', 'Travel']",Dadu,['00s']
417,TRAVIS ESTEP,TRAVIS.ESTEP@sakilacustomer.org,183.0,110.75,['English             '],"['Animation', 'Comedy', 'Drama', 'Family', 'Sci-Fi']",al-Qatif,['00s']
418,JEFF EAST,JEFF.EAST@sakilacustomer.org,183.0,107.7,['English             '],"['Action', 'Family', 'Foreign', 'Games', 'Travel']",San Felipe de Puerto Plata,['00s']
419,CHAD CARBONE,CHAD.CARBONE@sakilacustomer.org,183.0,89.75,['English             '],"['Action', 'Animation', 'Classics', 'Horror', 'Sci-Fi']",Katihar,['00s']
420,JACOB LANCE,JACOB.LANCE@sakilacustomer.org,183.0,79.79,['English             '],"['Animation', 'Drama', 'Music', 'Sci-Fi', 'Sports']",El Monte,['00s']
421,LEE HAWKS,LEE.HAWKS@sakilacustomer.org,183.0,119.73,['English             '],"['Comedy', 'Documentary', 'Sci-Fi', 'Sports', 'Travel']",Pudukkottai,['00s']
422,MELVIN ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,183.0,97.74,['English             '],"['Children', 'Documentary', 'Foreign', 'Horror', 'Sci-Fi']",Laohekou,['00s']
423,ALFRED CASILLAS,ALFRED.CASILLAS@sakilacustomer.org,183.0,120.74,['English             '],"['Action', 'Children', 'Documentary', 'Drama', 'Music']",Sawhaj,['00s']
424,KYLE SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,183.0,110.7,['English             '],"['Action', 'Animation', 'Documentary', 'Drama', 'Horror']",Shanwei,['00s']
425,FRANCIS SIKES,FRANCIS.SIKES@sakilacustomer.org,183.0,104.74,['English             '],"['Action', 'Classics', 'Documentary', 'Drama', 'Games']",San Juan Bautista Tuxtepec,['00s']
426,BRADLEY MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,183.0,126.73,['English             '],"['Action', 'Children', 'Classics', 'Drama', 'Travel']",Purnea (Purnia),['00s']
427,JESUS MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,183.0,114.76,['English             '],"['Action', 'Children', 'Comedy', 'Sports', 'Travel']",Guaruj,['00s']
428,HERBERT KRUGER,HERBERT.KRUGER@sakilacustomer.org,183.0,78.8,['English             '],"['Action', 'Classics', 'Documentary', 'Drama', 'Music']",Syktyvkar,['00s']
429,FREDERICK ISBELL,FREDERICK.ISBELL@sakilacustomer.org,183.0,105.79,['English             '],"['Classics', 'Comedy', 'Documentary', 'Foreign', 'Games']",Tsuyama,['00s']
430,RAY HOULE,RAY.HOULE@sakilacustomer.org,183.0,79.78,['English             '],"['Animation', 'Classics', 'Comedy', 'Documentary', 'Family']",Dzerzinsk,['00s']
431,JOEL FRANCISCO,JOEL.FRANCISCO@sakilacustomer.org,183.0,95.77,['English             '],"['Animation', 'Children', 'Comedy', 'Games', 'Sports']",Sucre,['00s']
432,EDWIN BURK,EDWIN.BURK@sakilacustomer.org,183.0,116.77,['English             '],"['Drama', 'Family', 'Games', 'Horror', 'Music']",Newcastle,['00s']
433,DON BONE,DON.BONE@sakilacustomer.org,183.0,133.75,['English             '],"['Action', 'Drama', 'Family', 'Foreign', 'Horror']",Naala-Porto,['00s']
434,EDDIE TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,183.0,128.73,['English             '],"['Animation', 'Comedy', 'Documentary', 'Foreign', 'Horror']",Ozamis,['00s']
435,RICKY SHELBY,RICKY.SHELBY@sakilacustomer.org,183.0,91.75,['English             '],"['Animation', 'Comedy', 'Documentary', 'Drama', 'Foreign']",Junan,['00s']
436,TROY QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,183.0,144.7,['English             '],"['Animation', 'Comedy', 'Family', 'Horror', 'Music']",Vancouver,['00s']
437,RANDALL NEUMANN,RANDALL.NEUMANN@sakilacustomer.org,183.0,99.77,['English             '],"['Comedy', 'Drama', 'Foreign', 'Horror', 'Sports']",La Romana,['00s']
438,BARRY LOVELACE,BARRY.LOVELACE@sakilacustomer.org,183.0,134.67,['English             '],"['Action', 'Animation', 'Comedy', 'Documentary', 'Horror']",Kitwe,['00s']
439,ALEXANDER FENNELL,ALEXANDER.FENNELL@sakilacustomer.org,183.0,151.64,['English             '],"['Animation', 'Children', 'Documentary', 'Foreign', 'Games']",Bergamo,['00s']
440,BERNARD COLBY,BERNARD.COLBY@sakilacustomer.org,183.0,88.78,['English             '],"['Animation', 'Documentary', 'Drama', 'Family', 'Music']",Dhule (Dhulia),['00s']
441,MARIO CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,183.0,112.72,['English             '],"['Children', 'Comedy', 'Drama', 'Family', 'Sci-Fi']",Batna,['00s']
442,LEROY BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org,183.0,118.68,['English             '],"['Animation', 'Comedy', 'Documentary', 'Family', 'Foreign']",Tongliao,['00s']
443,FRANCISCO SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org,183.0,98.78,['English             '],"['Animation', 'Documentary', 'Drama', 'Games', 'Travel']",So Leopoldo,['00s']
444,MARCUS HIDALGO,MARCUS.HIDALGO@sakilacustomer.org,183.0,115.7,['English             '],"['Comedy', 'Games', 'Sci-Fi', 'Sports', 'Travel']",Tartu,['00s']
445,MICHEAL FORMAN,MICHEAL.FORMAN@sakilacustomer.org,183.0,102.74,['English             '],"['Action', 'Animation', 'Children', 'Games', 'Sci-Fi']",Escobar,['00s']
446,THEODORE CULP,THEODORE.CULP@sakilacustomer.org,183.0,116.69,['English             '],"['Children', 'Classics', 'Drama', 'Foreign', 'Travel']",Uluberia,['00s']
447,CLIFFORD BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,183.0,113.71,['English             '],"['Animation', 'Comedy', 'Documentary', 'Drama', 'Horror']",Nabereznyje Telny,['00s']
448,MIGUEL BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org,183.0,135.71,['English             '],"['Classics', 'Comedy', 'Documentary', 'Drama', 'Games']",Erlangen,['00s']
449,OSCAR AQUINO,OSCAR.AQUINO@sakilacustomer.org,183.0,99.8,['English             '],"['Action', 'Classics', 'Games', 'Sports', 'Travel']",Sirjan,['00s']
450,JAY ROBB,JAY.ROBB@sakilacustomer.org,183.0,89.74,['English             '],"['Classics', 'Documentary', 'Family', 'Horror', 'Sci-Fi']",Surakarta,['00s']
451,JIM REA,JIM.REA@sakilacustomer.org,183.0,128.67,['English             '],"['Classics', 'Drama', 'Foreign', 'Games', 'Sci-Fi']",El Fuerte,['00s']
452,TOM MILNER,TOM.MILNER@sakilacustomer.org,183.0,107.68,['English             '],"['Children', 'Documentary', 'Drama', 'Games', 'Sci-Fi']",Abu Dhabi,['00s']
453,CALVIN MARTEL,CALVIN.MARTEL@sakilacustomer.org,183.0,111.77,['English             '],"['Animation', 'Children', 'Family', 'Games', 'Sports']",Maracabo,['00s']
454,ALEX GRESHAM,ALEX.GRESHAM@sakilacustomer.org,183.0,151.67,['English             '],"['Comedy', 'Foreign', 'Music', 'Sports', 'Travel']",Uruapan,['00s']
455,JON WILES,JON.WILES@sakilacustomer.org,183.0,87.76,['English             '],"['Action', 'Family', 'Games', 'Music', 'Sci-Fi']",El Alto,['00s']
456,RONNIE RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,183.0,100.75,['English             '],"['Classics', 'Documentary', 'Family', 'Games', 'Sci-Fi']",Ziguinchor,['00s']
457,BILL GAVIN,BILL.GAVIN@sakilacustomer.org,183.0,114.72,['English             '],"['Comedy', 'Documentary', 'Family', 'Music', 'Sports']",Rockford,['00s']
458,LLOYD DOWD,LLOYD.DOWD@sakilacustomer.org,183.0,66.81,['English             '],"['Classics', 'Comedy', 'Documentary', 'Foreign', 'Sci-Fi']",Tegal,['00s']
459,TOMMY COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,183.0,186.62,['English             '],"['Comedy', 'Drama', 'Games', 'Horror', 'Travel']",Qomsheh,['00s']
